Peacefood Cafe Downtown	http://www.yelp.com/biz/peacefood-cafe-downtown-new-york?osq=cheap+eats	$$	165	Coffee & Tea	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=coffee	0.3
Paradis To-Go	http://www.yelp.com/biz/paradis-to-go-new-york?osq=cheap+eats	$	127	Coffee & Tea	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=coffee	0.3
Patsy's Pizzeria	http://www.yelp.com/biz/patsys-pizzeria-new-york-8?osq=cheap+eats	$$	205	Pizza	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=pizza	0.3
Olympic Pita Express	http://www.yelp.com/biz/olympic-pita-express-new-york?osq=cheap+eats	$	17	Greek	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=greek	0.2
Sala One Nine	http://www.yelp.com/biz/sala-one-nine-new-york?osq=cheap+eats	$$	434	Tapas Bars	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=tapas	0.2
2 Bros Pizza Plus	http://www.yelp.com/biz/2-bros-pizza-plus-new-york?osq=cheap+eats	$	88	Pizza	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=pizza	0.2
Punch Restaurant	http://www.yelp.com/biz/punch-restaurant-new-york-2?osq=cheap+eats	$$	287	Tapas/Small Plates	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=tapasmallplates	0.2
Newsbar	http://www.yelp.com/biz/newsbar-new-york-2?osq=cheap+eats	$	94	Coffee & Tea	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=coffee	0.2
Modern Gourmet	http://www.yelp.com/biz/modern-gourmet-new-york?osq=cheap+eats	$	12	Delis	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=delis	0.3
Eisenberg's Sandwich Shop	http://www.yelp.com/biz/eisenbergs-sandwich-shop-new-york?osq=cheap+eats	$	328	Diners	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=diners	0.3
Press	http://www.yelp.com/biz/press-new-york-3?osq=cheap+eats	$	107	Sandwiches	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=sandwiches	0.3
Cafeteria	http://www.yelp.com/biz/cafeteria-new-york?osq=cheap+eats	$$	1766	American (New)	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=newamerican	0.4
U Way Cafe	http://www.yelp.com/biz/u-way-cafe-new-york?osq=cheap+eats	$	24	Italian	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=italian	0.1
Jack's Sliders & Sushi	http://www.yelp.com/biz/jacks-sliders-and-sushi-new-york?osq=cheap+eats	$$	120	Japanese	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=japanese	0.4
Max Brenner	http://www.yelp.com/biz/max-brenner-new-york?osq=cheap+eats	$$	2363	Chocolatiers & Shops	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=chocolate	0.2
Au Bon Pain	http://www.yelp.com/biz/au-bon-pain-new-york-13?osq=cheap+eats	$	33	Sandwiches	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=sandwiches	0.2
Merchants	http://www.yelp.com/biz/merchants-new-york?osq=cheap+eats	$$	83	American (Traditional)	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=tradamerican	0.4
Cosi	http://www.yelp.com/biz/cosi-new-york?osq=cheap+eats	$$	18	Sandwiches	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=sandwiches	0.3
Organic Avenue	http://www.yelp.com/biz/organic-avenue-new-york-15?osq=cheap+eats	$$	7	Juice Bars & Smoothies	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=juicebars	0.2
City Chow Cafe	http://www.yelp.com/biz/city-chow-cafe-new-york-2?osq=cheap+eats	$$	10	Sandwiches	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=sandwiches	0.2
Le Midi Bar & Restaurant	http://www.yelp.com/biz/le-midi-bar-and-restaurant-new-york-2?osq=cheap+eats	$$	87	French	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=french	0.1
D'andrea Restruant	http://www.yelp.com/biz/d-andrea-restruant-manhattan?osq=cheap+eats	$$	7	Italian	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=restaurants	0.2
Corbet & Conley	http://www.yelp.com/biz/corbet-and-conley-new-york-2?osq=cheap+eats	$	17	Sandwiches	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=sandwiches	0.3
Joe Jr. Restaurant	http://www.yelp.com/biz/joe-jr-restaurant-new-york?osq=cheap+eats	$	110	Diners	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=diners	0.4
L'Express	http://www.yelp.com/biz/l-express-new-york-3?osq=cheap+eats	$$	511	French	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=french	0.3
Haru Sushi	http://www.yelp.com/biz/haru-sushi-new-york-6?osq=cheap+eats	$$	225	Sushi Bars	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=sushi	0.2
Nanoosh	http://www.yelp.com/biz/nanoosh-new-york-4?osq=cheap+eats	$$	136	Mediterranean	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=mediterranean	0.2
Yama	http://www.yelp.com/biz/yama-new-york?osq=cheap+eats	$$	236	Japanese	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=japanese	0.3
Tommy Lasagna	http://www.yelp.com/biz/tommy-lasagna-new-york?osq=cheap+eats	$$	235	Italian	http://www.yelp.com/search?find_desc=cheap+eats&find_loc=6+East+16th+Street%2C+New+York%2C+NY+10003&cflt=italian	0.3
